"Original","Translated"
"Block",
"Block tool",
"Blur",
"Blur out",
"Blur out contract",
"Blur out contract backward",
"Blur out expand",
"Blur out expand forward",
"Blur radius",
"Bold",
"Bookmark",
"Border",
"Border box",
"Border color",
"Border radius is not supported for gradients and images, only solid colors",
"Border size",
"Both",
"Bottom",
"Bottom border",
"Bottom left corner",
"Bottom right corner",
"Bounce",
"Bounce bottom",
"Bounce in",
"Bounce in backward",
"Bounce in bottom",
"Bounce in forward",
"Bounce in left",
"Bounce in right",
"Bounce in top",
"Bounce left",
"Bounce out",
"Bounce out backward",
"Bounce out bottom",
"Bounce out forward",
"Bounce out left",
"Bounce out right",
"Bounce out top",
"Bounce right",
"Bounce top",
"Box shadow",
"Brightness",
"Button",
"Button text",
"Button tool",
"Calculate",
"Cancel",
"Canonical",
"Canvas",
"Captions",
"Center",
"Change attribute",
"Change meta",
"Change properties",
"Change responsive",
"Change style",
"Change svg icon",
"Change tag",
"Change text",
"Chapters",
"Check Project Settings",
"Check Settings &raquo; Plugins for more options",
"Checkbox",
"Checkbox tool",
"Checked",
"Checked / Selected",
"Child",
"Child at position",
"Child tag at position",
"Children",
"Choose an import file",
"Choose file",
"Choose folder",
"Choose track",
"Choose zip file",
"Circle",
"Citation",
"Cite",
"Clear formatting",
"Click for more",
"Click to copy ref",
"Clip path",
"Close popup dialog",
"Close Project",
"Closest corner",
"Closest side",
"Code",
"Collapse element",
"Collapse folder",
"Collapse/expand element/folder",
"Color",
"Color burn",
"Color change",
"Color change 2x",
"Color change 3x",
"Color change 4x",
"Color change 5x",
"Color dodge",
"Color tool",
"Columns",
"Common",
"Component",
"Component Children",
"Component Class",
"Confirm",
"Contain",
"Contains",
"Content box",
"Content sectioning",
"Continue",
"Contrast",
"Controls",
"Copy",
"Copy attributes",
"Copy attributes + style",
"Copy element",
"Copy element attributes",
"Copy element attributes + style",
"Copy element style",
"Copy selected element",
"Copy selector style",
"Copy style",
"Copyright Desech Studio SRL",
"Cover",
"Create block",
"Create element",
"Create Project",
"Ctrl + Middle Click",
"Ctrl + Wheel",
"Cubic bezier",
"Cubic bezier presets",
"Custom",
"Custom Font",
"Custom length",
"Custom Length",
"Custom syntax",
"Custom tag",
"Cut",
"Cut element",
"Cut selected element",
"Cut selector style",
"Cut style",
"Darken",
"Dashed",
"Datalist",
"Datalist options",
"Date/time",
"Decrement number field",
"Default",
"Default responsiveness",
"Default selector",
"Default track",
"Definition",
"Definition Description",
"Definition List",
"Definition Term",
"Definitions",
"Delay",
"Delete",
"Delete cell",
"Delete Column",
"Delete element",
"Delete group",
"Delete option",
"Delete Row",
"Delete selected element",
"Delete Selector",
"Delete track",
"Deletion",
"Descendant",
"Description",
"Description (alt)",
"Descriptions",
"Design System",
"Design System Plugin",
"Desktop First",
"Details",
"Difference",
"Direction",
"Disabled",
"Display",
"Distance",
"Dotted",
"Double",
"Double click",
"Double click on components",
"Double click pin to delete",
"Double click to delete",
"Drag & drop",
"Drag & Drop",
"Drop shadow",
"Dropdown",
"Dropdown tool",
"Duplicate element",
"Duplicate selected element",
"Duration",
"Each border",
"Ease",
"Ease in",
"Ease in back",
"Ease in circ",
"Ease in cubic",
"Ease in expo",
"Ease in out",
"Ease in quad",
"Ease in quart",
"Ease in quint",
"Ease in sine",
"Ease in/out back",
"Ease in/out circ",
"Ease in/out cubic",
"Ease in/out expo",
"Ease in/out quad",
"Ease in/out quart",
"Ease in/out quint",
"Ease in/out sine",
"Ease out",
"Ease out back",
"Ease out circ",
"Ease out cubic",
"Ease out expo",
"Ease out quad",
"Ease out quart",
"Ease out quint",
"Ease out sine",
"Edit",
"Effect",
"Effects",
"Electron",
"element",
"Element",
"Element ID",
"Element properties",
"Elements (2)",
"Elements panel",
"Elements that clip/intersect each other are sometimes ignored. When the import finishes you will see how many were ignored.",
"Ellipse",
"Email",
"Emphasis",
"Enabled",
"Encoding",
"End",
"Ends with",
"Enter some text",
"Entrances",
"Equals",
"Equals one word - dash separated",
"Equals one word - whitespace separated",
"Error",
"Exclusion",
"Exit choose file mode",
"Exits",
"Expand element",
"Expand folder",
"Export Code",
"Export Code Plugin",
"Export Project",
"External",
"Extra",
"Extra Bold",
"Extra Light",
"Fade in",
"Fade in backward",
"Fade in bottom",
"Fade in bottom left",
"Fade in bottom right",
"Fade in forward",
"Fade in left",
"Fade in right",
"Fade in top",
"Fade in top left",
"Fade in top right",
"Fade out",
"Fade out backward",
"Fade out bottom",
"Fade out bottom left",
"Fade out bottom right",
"Fade out forward",
"Fade out left",
"Fade out right",
"Fade out top",
"Fade out top left",
"Fade out top right",
"Farthest corner",
"Farthest side",
"Fetching <b>{{method}}</b>",
"Figure",
"Figure Caption",
"File",
"File tool",
"Files (1)",
"Files panel",
"Filter",
"Filter alpha",
"Filter blend",
"Filter blue",
"Filter blur",
"Filter color",
"Filter composite",
"Filter convolution",
"Filter diffuse",
"Filter displacement",
"Filter distant light",
"Filter flood",
"Filter green",
"Filter image",
"Filter merge",
"Filter merge node",
"Filter morphology",
"Filter offset",
"Filter point light",
"Filter red",
"Filter shadow",
"Filter spot light",
"Filter tile",
"Filter transfer",
"Filter turbulence",
"First child",
"First letter",
"First line",
"First tag child",
"Fixed*",
"Flicker",
"Flicker 1",
"Flicker 2",
"Flicker 3",
"Flicker 4",
"Flicker 5",
"Flicker in",
"Flicker in 1",
"Flicker in 2",
"Flicker in glow",
"Flicker out",
"Flicker out 1",
"Flicker out 2",
"Flicker out glow",
"Flip",
"Flip 2",
"Flip 2 horizontal bottom 1",
"Flip 2 horizontal bottom 2",
"Flip 2 horizontal bottom backward",
"Flip 2 horizontal bottom forward",
"Flip 2 horizontal top 1",
"Flip 2 horizontal top 2",
"Flip 2 horizontal top backward",
"Flip 2 horizontal top forward",
"Flip 2 vertical left 1",
"Flip 2 vertical left 2",
"Flip 2 vertical left backward",
"Flip 2 vertical left forward",
"Flip 2 vertical right 1",
"Flip 2 vertical right 2",
"Flip 2 vertical right backward",
"Flip 2 vertical right forward",
"Flip diagonal 1 backward",
"Flip diagonal 1 bottom left",
"Flip diagonal 1 forward",
"Flip diagonal 1 top right",
"Flip diagonal 2 backward",
"Flip diagonal 2 bottom right",
"Flip diagonal 2 foward",
"Flip diagonal 2 top left",
"Flip horizontal backward",
"Flip horizontal bottom",
"Flip horizontal forward",
"Flip horizontal top",
"Flip in",
"Flip in diagonal 1 bottom left",
"Flip in diagonal 1 top right",
"Flip in diagonal 2 bottom right",
"Flip in diagonal 2 top left",
"Flip in horizontal bottom",
"Flip in horizontal top",
"Flip in vertical left",
"Flip in vertical right",
"Flip out",
"Flip out diagonal 1 bottom left",
"Flip out diagonal 1 top right",
"Flip out diagonal 2 bottom right",
"Flip out diagonal 2 top left",
"Flip out horizontal bottom",
"Flip out horizontal top",
"Flip out vertical left",
"Flip out vertical right",
"Flip scale",
"Flip scale 2",
"Flip scale 2 horizontal bottom",
"Flip scale 2 horizontal top",
"Flip scale 2 vertical left",
"Flip scale 2 vertical right",
"Flip scale down diagonal 1",
"Flip scale down diagonal 2",
"Flip scale down horizontal",
"Flip scale down vertical",
"Flip scale up diagonal 1",
"Flip scale up diagonal 2",
"Flip scale up horizontal",
"Flip scale up vertival",
"Flip vertical backward",
"Flip vertical forward",
"Flip vertical left",
"Flip vertical right",
"Focus",
"Focus in",
"Focus in contract",
"Focus in contract backward",
"Focus in expand",
"Focus in expand forward",
"Focus parent",
"Font",
"Footer",
"Foreign object",
"Form",
"Form Action",
"Form ID",
"Form submit",
"Form validation",
"Forwards",
"Fullscreen",
"Gap",
"General",
"General sibling",
"Gradient stop",
"Grayscale",
"Grid",
"Grid mode switch",
"Groove",
"Group",
"Hand",
"Hand tool",
"Handwriting",
"Hard light",
"Has placeholder",
"Header",
"Header 1",
"Header 2",
"Header 3",
"Header 4",
"Header 5",
"Header 6",
"Heartbeat",
"Height",
"Help",
"Hidden",
"Hide element",
"Hold Space and Mouse Drag",
"Horizontal",
"HTML",
"HTML attributes",
"HTML File meta",
"Hue",
"Icon",
"Image",
"Image tool",
"Import",
"Import Adobe XD",
"Import Figma",
"Import file",
"Import finished",
"Import Sketch",
"In range",
"Increment number field",
"Indeterminate",
"Infinite",
"Inline",
"Inner Shadow",
"Input",
"Input Label",
"Input text",
"Input Text",
"Input tool",
"Insert component children",
"Insertion",
"Inset",
"Install",
"Install custom font",
"Install Custom Font",
"Install font",
"Invalid",
"Invalid attribute name",
"Invalid file url",
"Invalid property name",
"Invalid selector",
"Invalid value",
"Invert",
"It only costs",
"Italic",
"Iteration count",
"Jello",
"Jello diagonal 1",
"Jello diagonal 2",
"Jello horizontal",
"Jello vertical",
"Ken burns",
"Ken burns bottom",
"Ken burns bottom left",
"Ken burns bottom right",
"Ken burns left",
"Ken burns right",
"Ken burns top",
"Ken burns top left",
"Ken burns top right",
"Keyboard input",
"Label",
"Language",
"Large",
"Larger",
"Last child",
"Last child at position",
"Last tag child",
"Last tag child at position",
"Left",
"Left border",
"Left Click",
"Left Click and Drag",
"Left to Right",
"Letter spacing",
"License",
"Light",
"Lighten",
"Line",
"Line height",
"Line through",
"Linear",
"Linear gradient",
"Linear Gradient",
"Linear transformation",
"Link",
"Link contains target",
"Link selector",
"Link to element",
"Links & status",
"List",
"List Element",
"Lists",
"Load component file",
"Load component file (Double click)",
"Load html file",
"Load the component file",
"Loading files ...",
"Local",
"Localization",
"Location",
"Logout",
"Loop",
"Lowercase",
"Luminosity",
"Main",
"Make sure this is the first transform, so Z axis transforms work",
"Margin",
"Margin constrain",
"Mark",
"Marker",
"Mask",
"Matrix",
"Matrix 2D",
"Matrix 3D",
"Max",
"Max content",
"Max Length",
"Media",
"Medium",
"Meta",
"Metadata",
"Min",
"Min content",
"Min Length",
"Min max",
"Mobile First",
"Module preload",
"Monospace",
"Mouse click",
"Mouse over",
"Move",
"Move / Translate",
"Move element",
"Move elements, items, files, etc",
"Multiple",
"Multiply",
"Muted",
"My Fonts",
"Name",
"Navigation",
"New file",
"New File",
"New folder",
"New Folder",
"New Project",
"New Tutorial Project",
"Next",
"Next searched element",
"No",
"No changes",
"No color",
"No elements added so far",
"No follow",
"No opener",
"No referrer",
"No repeat",
"None",
"Normal",
"Noscript",
"Number",
"Offset X",
"Offset Y",
"Ok",
"Only child",
"Only images/paths marked for export will be processed. If your images are built with groups and masks you will need to flatten them first. For backup you can keep your original image, but keep it hidden.",
"Only tag child",
"Opacity",
"Open a folder / project",
"Open file",
"Open folder",
"Open in new tab",
"Open or load file",
"Open Project",
"Open the Project",
"Option",
"Optional",
"Options",
"or",
"OR",
"Ordered List",
"Other",
"Out of range",
"Outline",
"Output",
"Outset",
"Overlay",
"Overline",
"Padding",
"Padding box",
"Padding constrain",
"Pages will be converted to folders.",
"Pan the canvas",
"Panels",
"Paragraph",
"Parent",
"Parsing started",
"Password",
"Paste",
"Paste attributes / style",
"Paste element",
"Paste element data",
"Paste element data (same type)",
"Paste here your figma file",
"Paste selected element",
"Paste selector style",
"Paste style",
"Paste SVG CODE here ...",
"Path",
"Pattern",
"Paused",
"per month",
"Perspective",
"Pick a color",
"Pick file",
"Pick image",
"Pick poster",
"Ping",
"Ping back",
"Placeholder",
"Please make sure your project file was saved with the latest version of Sketch/AdobeXD.",
"Please support the progress of this software by purchasing a subscription.",
"Plugins",
"Point",
"Polygon",
"Polyline",
"Pop up",
"Pop up bottom",
"Pop up bottom left",
"Pop up bottom right",
"Pop up left",
"Pop up right",
"Pop up top",
"Pop up top left",
"Pop up top right",
"Popular",
"Position",
"Position X",
"Position Y",
"Prefetch",
"Preformatted Text",
"Press F3/F2",
"Preview",
"Preview mode (P)",
"Previous",
"Previous searched element",
"Print",
"Project Settings",
"Property",
"Puff in",
"Puff in bottom",
"Puff in bottom left",
"Puff in bottom right",
"Puff in center",
"Puff in horizontal",
"Puff in left",
"Puff in right",
"Puff in top",
"Puff in top left",
"Puff in top right",
"Puff in vertical",
"Puff out",
"Puff out bottom",
"Puff out bottom left",
"Puff out bottom right",
"Puff out center",
"Puff out horizontal",
"Puff out left",
"Puff out right",
"Puff out top",
"Puff out top left",
"Puff out top right",
"Puff out vertical",
"Pulsate",
"Pulsate backward",
"Pulsate forward",
"Quote",
"Radial gradient",
"Radial Gradient",
"Radio",
"Radius",
"Range",
"Range tool",
"Read & write",
"Read only",
"Readonly",
"Rectangle",
"Redo",
"Redo (CTRL + SHIFT + Z)",
"Reference Class",
"Regex",
"Relation",
"Remove",
"Remove color",
"Remove element",
"Remove responsive",
"Remove selector",
"Rename",
"Repeat",
"Repeat gradient",
"Repeat X",
"Repeat Y",
"Required",
"Reset the zoom to 100%",
"Reset zoom (CTRL + Middle Click)",
"Resize",
"Resize all sides of the element",
"Resize both sides of the element",
"Resizing & scrolling",
"Responsive width",
"Responsiveness",
"Reverse",
"Reversed",
"Ridge",
"Right",
"Right border",
"Right Click",
"Right to Left",
"Roll in",
"Roll in blurred",
"Roll in blurred bottom",
"Roll in blurred left",
"Roll in blurred right",
"Roll in blurred top",
"Roll in bottom",
"Roll in left",
"Roll in right",
"Roll in top",
"Roll out",
"Roll out blurred",
"Roll out blurred bottom",
"Roll out blurred left",
"Roll out blurred right",
"Roll out blurred top",
"Roll out bottom",
"Roll out left",
"Roll out right",
"Roll out top",
"Rotate",
"Rotate 90",
"Rotate 90 bottom CCW",
"Rotate 90 bottom CW",
"Rotate 90 bottom left CCW",
"Rotate 90 bottom left CW",
"Rotate 90 bottom right CCW",
"Rotate 90 bottom right CW",
"Rotate 90 CCW",
"Rotate 90 CW",
"Rotate 90 horizontal backward",
"Rotate 90 horizontal forward",
"Rotate 90 left CCW",
"Rotate 90 left CW",
"Rotate 90 right CCW",
"Rotate 90 right CW",
"Rotate 90 top CCW",
"Rotate 90 top CW",
"Rotate 90 top left CCW",
"Rotate 90 top left CW",
"Rotate 90 top right CCW",
"Rotate 90 top right CW",
"Rotate 90 vertical backward",
"Rotate 90 vertical forward",
"Rotate bottom",
"Rotate bottom left",
"Rotate bottom right",
"Rotate center",
"Rotate diagonal 1",
"Rotate diagonal 2",
"Rotate diagonal bottom left",
"Rotate diagonal bottom right",
"Rotate diagonal top left",
"Rotate diagonal top right",
"Rotate horizontal bottom",
"Rotate horizontal center",
"Rotate horizontal top",
"Rotate in",
"Rotate in 2",
"Rotate in 2 backward CCW",
"Rotate in 2 backward CW",
"Rotate in 2 bottom left CCW",
"Rotate in 2 bottom left CW",
"Rotate in 2 bottom right CCW",
"Rotate in 2 bottom right CW",
"Rotate in 2 CCW",
"Rotate in 2 CW",
"Rotate in 2 forward CCW",
"Rotate in 2 forward CW",
"Rotate in 2 top left CCW",
"Rotate in 2 top left CW",
"Rotate in 2 top right CCW",
"Rotate in 2 top right CW",
"Rotate in bottom",
"Rotate in bottom left",
"Rotate in bottom right",
"Rotate in center",
"Rotate in diagonal 1",
"Rotate in diagonal 2",
"Rotate in horizontal",
"Rotate in left",
"Rotate in right",
"Rotate in top",
"Rotate in top left",
"Rotate in top right",
"Rotate in vertical",
"Rotate left",
"Rotate out",
"Rotate out 2",
"Rotate out 2 backward",
"Rotate out 2 bottom left CCW",
"Rotate out 2 bottom left CW",
"Rotate out 2 bottom right CCW",
"Rotate out 2 bottom right CW",
"Rotate out 2 CCW",
"Rotate out 2 CW",
"Rotate out 2 forward",
"Rotate out 2 top left CCW",
"Rotate out 2 top left CW",
"Rotate out 2 top right CCW",
"Rotate out 2 top right CW",
"Rotate out bottom",
"Rotate out bottom left",
"Rotate out bottom right",
"Rotate out center",
"Rotate out diagonal 1",
"Rotate out diagonal 2",
"Rotate out horizontal",
"Rotate out left",
"Rotate out right",
"Rotate out top",
"Rotate out top left",
"Rotate out top right",
"Rotate out vertical",
"Rotate right",
"Rotate scale",
"Rotate scale down",
"Rotate scale down diagonal 1",
"Rotate scale down diagonal 2",
"Rotate scale down horizontal",
"Rotate scale down vertical",
"Rotate scale up",
"Rotate scale up diagonal 1",
"Rotate scale up diagonal 2",
"Rotate scale up horizontal",
"Rotate scale up vertical",
"Rotate top",
"Rotate top left",
"Rotate top right",
"Rotate vertical center",
"Rotate vertical left",
"Rotate vertical right",
"Round",
"Rows",
"Ruby",
"Ruby base",
"Ruby text",
"Running",
"Sample",
"Sans Serif",
"Saturation",
"Save",
"Save (CTRL + S)",
"Save color swatch",
"Save file",
"Save files here",
"Save Settings",
"Save zip file",
"Saved",
"Saving",
"Saving css files",
"Saving html file <b>{{file}}</b>",
"Scale",
"Scale down",
"Scale down bottom",
"Scale down bottom left",
"Scale down bottom right",
"Scale down center",
"Scale down horizontal center",
"Scale down horizontal left",
"Scale down horizontal right",
"Scale down left",
"Scale down right",
"Scale down top",
"Scale down top left",
"Scale down top right",
"Scale down vertical bottom",
"Scale down vertical center",
"Scale down vertical top",
"Scale in",
"Scale in bottom",
"Scale in bottom left",
"Scale in bottom right",
"Scale in center",
"Scale in horizontal center",
"Scale in horizontal left",
"Scale in horizontal right",
"Scale in left",
"Scale in right",
"Scale in top",
"Scale in top left",
"Scale in top right",
"Scale in vertical bottom",
"Scale in vertical center",
"Scale in vertical top",
"Scale out",
"Scale out bottom",
"Scale out bottom left",
"Scale out bottom right",
"Scale out center",
"Scale out horizontal center",
"Scale out horizontal left",
"Scale out horizontal right",
"Scale out left",
"Scale out right",
"Scale out top",
"Scale out top left",
"Scale out top right",
"Scale out vertical bottom",
"Scale out vertical center",
"Scale out vertical top",
"Scale up",
"Scale up bottom",
"Scale up bottom left",
"Scale up bottom right",
"Scale up center",
"Scale up horizontal center",
"Scale up horizontal left",
"Scale up horizontal right",
"Scale up left",
"Scale up right",
"Scale up top",
"Scale up top left",
"Scale up top right",
"Scale up vertical bottom",
"Scale up vertical center",
"Scale up vertical top",
"Screen",
"Scroll",
"Search",
"Section",
"Select",
"Select All",
"Select tool",
"Selected",
"Selected text",
"Selection",
"Selector",
"Selector list",
"Semi Bold",
"Sepia",
"Serif",
"Set color",
"Set media tracks",
"Set options",
"Settings",
"Shadow 2 drop",
"Shadow 2 drop bottom",
"Shadow 2 drop bottom left",
"Shadow 2 drop bottom right",
"Shadow 2 drop center",
"Shadow 2 drop left",
"Shadow 2 drop left right",
"Shadow 2 drop right",
"Shadow 2 drop top",
"Shadow 2 drop top bottom",
"Shadow 2 drop top left",
"Shadow 2 drop top right",
"Shadow drop",
"Shadow drop bottom",
"Shadow drop bottom left",
"Shadow drop bottom right",
"Shadow drop center",
"Shadow drop left",
"Shadow drop left right",
"Shadow drop right",
"Shadow drop top",
"Shadow drop top bottom",
"Shadow drop top left",
"Shadow drop top right",
"Shadow inset",
"Shadow inset bottom",
"Shadow inset bottom left",
"Shadow inset bottom right",
"Shadow inset center",
"Shadow inset left",
"Shadow inset left right",
"Shadow inset right",
"Shadow inset top",
"Shadow inset top bottom",
"Shadow inset top left",
"Shadow inset top right",
"Shadow pop",
"Shadow pop bottom",
"Shadow pop bottom left",
"Shadow pop bottom right",
"Shadow pop left",
"Shadow pop right",
"Shadow pop top",
"Shadow pop top left",
"Shadow pop top right",
"Shake",
"Shake bottom",
"Shake bottom left",
"Shake bottom right",
"Shake horizontal",
"Shake left",
"Shake left right",
"Shake right",
"Shake top",
"Shake top left",
"Shake top right",
"Shake vertical",
"Short link",
"Shortcuts",
"Show element",
"Show element context menu",
"Sidebar",
"Size",
"Size height",
"Size width",
"Skew",
"Slice",
"Slice fill",
"Slide",
"Slide backward",
"Slide backward bottom",
"Slide backward bottom left",
"Slide backward bottom right",
"Slide backward center",
"Slide backward left",
"Slide backward right",
"Slide backward top",
"Slide backward top left",
"Slide backward top right",
"Slide bottom",
"Slide bottom left",
"Slide bottom right",
"Slide forward",
"Slide forward bottom",
"Slide forward bottom left",
"Slide forward bottom right",
"Slide forward center",
"Slide forward left",
"Slide forward right",
"Slide forward top",
"Slide forward top left",
"Slide forward top right",
"Slide in",
"Slide in backward",
"Slide in backward bottom",
"Slide in backward bottom left",
"Slide in backward bottom right",
"Slide in backward center",
"Slide in backward left",
"Slide in backward right",
"Slide in backward top",
"Slide in backward top left",
"Slide in backward top right",
"Slide in blurred",
"Slide in blurred bottom",
"Slide in blurred bottom left",
"Slide in blurred bottom right",
"Slide in blurred left",
"Slide in blurred right",
"Slide in blurred top",
"Slide in blurred top left",
"Slide in blurred top right",
"Slide in bottom",
"Slide in bottom left",
"Slide in bottom right",
"Slide in elliptic",
"Slide in elliptic bottom backward",
"Slide in elliptic bottom forward",
"Slide in elliptic left backward",
"Slide in elliptic left forward",
"Slide in elliptic right backward",
"Slide in elliptic right forward",
"Slide in elliptic top backward",
"Slide in elliptic top forward",
"Slide in forward",
"Slide in forward bottom",
"Slide in forward bottom left",
"Slide in forward bottom right",
"Slide in forward center",
"Slide in forward left",
"Slide in forward right",
"Slide in forward top",
"Slide in forward top left",
"Slide in forward top right",
"Slide in left",
"Slide in right",
"Slide in top",
"Slide in top left",
"Slide in top right",
"Slide left",
"Slide out",
"Slide out backward",
"Slide out backward bottom",
"Slide out backward bottom left",
"Slide out backward bottom right",
"Slide out backward center",
"Slide out backward left",
"Slide out backward right",
"Slide out backward top",
"Slide out backward top left",
"Slide out backward top right",
"Slide out blurred",
"Slide out blurred bottom",
"Slide out blurred bottom left",
"Slide out blurred bottom right",
"Slide out blurred left",
"Slide out blurred right",
"Slide out blurred top",
"Slide out blurred top left",
"Slide out blurred top right",
"Slide out bottom",
"Slide out bottom left",
"Slide out bottom right",
"Slide out elliptic",
"Slide out elliptic bottom backward",
"Slide out elliptic bottom forward",
"Slide out elliptic left backward",
"Slide out elliptic left forward",
"Slide out elliptic right backward",
"Slide out elliptic right forward",
"Slide out elliptic top backward",
"Slide out elliptic top forward",
"Slide out forward",
"Slide out forward bottom",
"Slide out forward bottom left",
"Slide out forward bottom right",
"Slide out forward center",
"Slide out forward left",
"Slide out forward right",
"Slide out forward top",
"Slide out forward top left",
"Slide out forward top right",
"Slide out left",
"Slide out right",
"Slide out top",
"Slide out top left",
"Slide out top right",
"Slide right",
"Slide rotate",
"Slide rotate horizontal bottom",
"Slide rotate horizontal bottom backward",
"Slide rotate horizontal bottom forward",
"Slide rotate horizontal top",
"Slide rotate horizontal top backward",
"Slide rotate horizontal top forward",
"Slide rotate vertical left",
"Slide rotate vertical left backward",
"Slide rotate vertical left forward",
"Slide rotate vertical right",
"Slide rotate vertical right backward",
"Slide rotate vertical right forward",
"Slide top",
"Slide top left",
"Slide top right",
"Slit in",
"Slit in diagonal 1",
"Slit in diagonal 2",
"Slit in horizontal",
"Slit in vertical",
"Slit out",
"Slit out diagonal 1",
"Slit out diagonal 2",
"Slit out horizontal",
"Slit out vertical",
"Slot",
"Small",
"Smaller",
"Soft light",
"Solid",
"Solid color",
"Sort selector",
"Space",
"Space around",
"Space between",
"Space evenly",
"Span",
"Special",
"specular light",
"Spread radius",
"Start",
"Start the Import",
"Starts with",
"Static",
"Step",
"Step end",
"Step start",
"Steps",
"Stretch",
"Strike through",
"Strong importance",
"Stylesheet",
"Subscript",
"Subtext",
"Subtitles",
"Superscript",
"Support",
"SVG",
"SVG Icon",
"SVG icon tool",
"Swing",
"Swing bottom backward",
"Swing bottom forward",
"Swing bottom left backward",
"Swing bottom left forward",
"Swing bottom right backward",
"Swing bottom right forward",
"Swing in",
"Swing in bottom backward",
"Swing in bottom forward",
"Swing in left backward",
"Swing in left forward",
"Swing in right backward",
"Swing in right forward",
"Swing in top backward",
"Swing in top forward",
"Swing left backward",
"Swing left forward",
"Swing out",
"Swing out bottom backward",
"Swing out bottom forward",
"Swing out left backward",
"Swing out left forward",
"Swing out right backward",
"Swing out right forward",
"Swing out top backward",
"Swing out top forward",
"Swing right backward",
"Swing right forward",
"Swing top backward",
"Swing top forward",
"Swing top left backward",
"Swing top left forward",
"Swing top right backward",
"Swing top right forward",
"Swirl in",
"Swirl in backward",
"Swirl in bottom backward",
"Swirl in bottom forward",
"Swirl in bottom left backward",
"Swirl in bottom left forward",
"Swirl in bottom right backward",
"Swirl in bottom right forward",
"Swirl in forward",
"Swirl in left backward",
"Swirl in left forward",
"Swirl in right backward",
"Swirl in right forward",
"Swirl in top backward",
"Swirl in top forward",
"Swirl in top left backward",
"Swirl in top left forward",
"Swirl in top right backward",
"Swirl in top right forward",
"Swirl out",
"Swirl out backward",
"Swirl out bottom backward",
"Swirl out bottom forward",
"Swirl out bottom left backward",
"Swirl out bottom left forward",
"Swirl out bottom right backward",
"Swirl out bottom right forward",
"Swirl out forward",
"Swirl out left backward",
"Swirl out left forward",
"Swirl out right backward",
"Swirl out right forward",
"Swirl out top backward",
"Swirl out top forward",
"Swirl out top left backward",
"Swirl out top left forward",
"Swirl out top right backward",
"Swirl out top right forward",
"Switch to Grid Mode (G)",
"Switch to Resize Mode (G)",
"Table",
"Tag",
"Telephone",
"Template",
"Text",
"Text area",
"Text block",
"Text content",
"Text path",
"Text spacing",
"Text tool",
"Textarea",
"Textarea tool",
"The Z axis requires the perspective transform",
"The Z axis requires the perspective transform and only works in combination with other transforms",
"Theme",
"Thick",
"Thin",
"Tilt in",
"Tilt in bottom 1",
"Tilt in bottom 2",
"Tilt in bottom left",
"Tilt in bottom right",
"Tilt in forward",
"Tilt in forward bottom left",
"Tilt in forward bottom right",
"Tilt in forward top left",
"Tilt in forward top right",
"Tilt in left 1",
"Tilt in left 2",
"Tilt in right 1",
"Tilt in right 2",
"Tilt in top 1",
"Tilt in top 2",
"Tilt in top left",
"Tilt in top right",
"Time",
